ID,city,year,emission
安徽池州2010,安徽池州,2010,7.278977668
安徽池州2011,安徽池州,2011,8.039395157
安徽池州2012,安徽池州,2012,9.212462054
安徽池州2013,安徽池州,2013,11.14681836
安徽池州2014,安徽池州,2014,11.67670611
安徽池州2015,安徽池州,2015,11.67173532
安徽池州2016,安徽池州,2016,12.48338092
安徽池州2018,安徽池州,2018,15.12654816
安徽池州2019,安徽池州,2019,15.17023474
安徽淮北2001,安徽淮北,2001,15.43407843
安徽淮北2003,安徽淮北,2003,17.53708299
安徽淮北2005,安徽淮北,2005,22.3627313
安徽淮北2006,安徽淮北,2006,25.97262563
安徽淮北2007,安徽淮北,2007,27.77569228
安徽淮北2008,安徽淮北,2008,31.70077491
安徽淮北2009,安徽淮北,2009,46.94742479
安徽淮北2011,安徽淮北,2011,66.0241648
安徽淮北2012,安徽淮北,2012,71.62660549
安徽淮北2013,安徽淮北,2013,71.94702345
安徽淮北2014,安徽淮北,2014,70.02723752
安徽淮北2015,安徽淮北,2015,76.24924247
安徽淮北2016,安徽淮北,2016,72.16115182
安徽淮北2017,安徽淮北,2017,75.70159918
安徽淮北2018,安徽淮北,2018,63.49071196
安徽淮北2019,安徽淮北,2019,60.64498188
安徽淮南2006,安徽淮南,2006,22.8181866
安徽淮南2008,安徽淮南,2008,38.77472095
安徽淮南2009,安徽淮南,2009,38.77602572
安徽淮南2011,安徽淮南,2011,44.50228734
安徽淮南2012,安徽淮南,2012,45.57085832
安徽淮南2013,安徽淮南,2013,44.77499677
安徽淮南2014,安徽淮南,2014,58.38177253
安徽淮南2015,安徽淮南,2015,54.52639724
安徽淮南2016,安徽淮南,2016,65.52169708
安徽淮南2017,安徽淮南,2017,67.35059695
安徽滁州2001,安徽滁州,2001,3.925137079
安徽滁州2002,安徽滁州,2002,3.582029451
安徽滁州2003,安徽滁州,2003,4.911250568
安徽滁州2004,安徽滁州,2004,7.841723972
安徽滁州2005,安徽滁州,2005,6.098357593
安徽滁州2006,安徽滁州,2006,6.724515503
安徽滁州2007,安徽滁州,2007,7.55547374
安徽滁州2008,安徽滁州,2008,7.398690705
安徽滁州2009,安徽滁州,2009,6.385167135
安徽滁州2010,安徽滁州,2010,6.922653602
安徽滁州2011,安徽滁州,2011,7.214371737
安徽滁州2012,安徽滁州,2012,9.670152463
安徽滁州2013,安徽滁州,2013,10.48419641
安徽滁州2014,安徽滁州,2014,11.1536926
安徽滁州2015,安徽滁州,2015,12.22866309
安徽滁州2016,安徽滁州,2016,15.13769016
安徽滁州2017,安徽滁州,2017,13.90249869
安徽滁州2018,安徽滁州,2018,11.90200297
安徽滁州2019,安徽滁州,2019,14.11051094
安徽芜湖2006,安徽芜湖,2006,14.64364837
安徽芜湖2007,安徽芜湖,2007,16.80977449
安徽芜湖2008,安徽芜湖,2008,20.38999905
安徽芜湖2009,安徽芜湖,2009,24.90944249
安徽芜湖2011,安徽芜湖,2011,30.56239322
安徽芜湖2012,安徽芜湖,2012,35.51748312
安徽芜湖2013,安徽芜湖,2013,34.7356551
安徽芜湖2014,安徽芜湖,2014,33.75161415
安徽芜湖2015,安徽芜湖,2015,32.08465471
安徽芜湖2016,安徽芜湖,2016,36.09947231
安徽芜湖2017,安徽芜湖,2017,35.36139905
安徽芜湖2018,安徽芜湖,2018,33.31563127
安徽芜湖2019,安徽芜湖,2019,37.27410957
安徽蚌埠2005,安徽蚌埠,2005,3.852501443
安徽蚌埠2007,安徽蚌埠,2007,6.214778017
安徽蚌埠2008,安徽蚌埠,2008,6.806053943
安徽蚌埠2009,安徽蚌埠,2009,11.89710134
安徽蚌埠2011,安徽蚌埠,2011,13.48686188
安徽蚌埠2012,安徽蚌埠,2012,12.66341127
安徽蚌埠2013,安徽蚌埠,2013,13.18377141
安徽蚌埠2014,安徽蚌埠,2014,13.48609248
安徽蚌埠2015,安徽蚌埠,2015,13.93888229
安徽蚌埠2016,安徽蚌埠,2016,12.12716313
安徽蚌埠2017,安徽蚌埠,2017,12.32866095
安徽蚌埠2018,安徽蚌埠,2018,15.09560235
安徽蚌埠2019,安徽蚌埠,2019,17.4500456
安徽铜陵2006,安徽铜陵,2006,11.0949899
安徽铜陵2007,安徽铜陵,2007,11.29033045
安徽铜陵2008,安徽铜陵,2008,12.2813597
安徽铜陵2009,安徽铜陵,2009,15.20428303
安徽铜陵2010,安徽铜陵,2010,17.70553411
安徽铜陵2011,安徽铜陵,2011,21.84363167
安徽铜陵2012,安徽铜陵,2012,23.45310495
安徽铜陵2013,安徽铜陵,2013,24.52510335
安徽铜陵2014,安徽铜陵,2014,24.37212873
安徽铜陵2015,安徽铜陵,2015,27.87555273
安徽铜陵2016,安徽铜陵,2016,30.85935163
安徽铜陵2017,安徽铜陵,2017,33.46550876
安徽铜陵2018,安徽铜陵,2018,11.47829928
安徽铜陵2019,安徽铜陵,2019,15.47041435
安徽阜阳2006,安徽阜阳,2006,11.79147483
安徽阜阳2007,安徽阜阳,2007,15.38947182
安徽阜阳2008,安徽阜阳,2008,18.29442485
安徽阜阳2009,安徽阜阳,2009,17.24096772
安徽阜阳2010,安徽阜阳,2010,16.96871701
安徽阜阳2012,安徽阜阳,2012,15.2461372
安徽阜阳2013,安徽阜阳,2013,19.91612186
安徽阜阳2014,安徽阜阳,2014,17.42369289
安徽阜阳2015,安徽阜阳,2015,16.5635373
安徽阜阳2016,安徽阜阳,2016,18.90175494
安徽阜阳2017,安徽阜阳,2017,23.03447233
安徽阜阳2018,安徽阜阳,2018,21.88705858
安徽阜阳2019,安徽阜阳,2019,23.06631501
安徽马鞍山2007,安徽马鞍山,2007,56.45890469
安徽马鞍山2008,安徽马鞍山,2008,73.9160596
安徽马鞍山2009,安徽马鞍山,2009,75.49821703
安徽马鞍山2011,安徽马鞍山,2011,74.09499616
安徽马鞍山2012,安徽马鞍山,2012,82.6425947
安徽马鞍山2013,安徽马鞍山,2013,95.99920799
安徽马鞍山2014,安徽马鞍山,2014,95.4435622
安徽马鞍山2015,安徽马鞍山,2015,85.48569564
安徽马鞍山2016,安徽马鞍山,2016,88.70336329
安徽马鞍山2017,安徽马鞍山,2017,92.80791871
安徽马鞍山2018,安徽马鞍山,2018,97.48155863
安徽马鞍山2019,安徽马鞍山,2019,95.50406846
安徽黄山2006,安徽黄山,2006,1.171510998
安徽黄山2007,安徽黄山,2007,1.239627669
安徽黄山2008,安徽黄山,2008,1.482238022
安徽黄山2009,安徽黄山,2009,1.423888915
安徽黄山2010,安徽黄山,2010,1.34221074
安徽黄山2011,安徽黄山,2011,1.34458885
安徽黄山2012,安徽黄山,2012,1.642300759
安徽黄山2013,安徽黄山,2013,1.779222963
安徽黄山2014,安徽黄山,2014,2.121114179
安徽黄山2015,安徽黄山,2015,1.990148831
安徽黄山2016,安徽黄山,2016,1.958245184
安徽黄山2017,安徽黄山,2017,2.063245048
安徽黄山2018,安徽黄山,2018,1.761504936
安徽黄山2019,安徽黄山,2019,1.804391317
安徽合肥2010,安徽合肥,2010,19.73063085
安徽淮北2010,安徽淮北,2010,55.05323692
安徽淮南2010,安徽淮南,2010,50.29227098
安徽芜湖2010,安徽芜湖,2010,25.96264775
安徽蚌埠2010,安徽蚌埠,2010,11.87159178
安徽马鞍山2010,安徽马鞍山,2010,66.93031188
安徽宿州2000,安徽宿州,2000,5.825071661
安徽宿州2001,安徽宿州,2001,3.630107948
安徽宿州2002,安徽宿州,2002,4.196032255
安徽宿州2003,安徽宿州,2003,5.483019886
安徽宿州2004,安徽宿州,2004,11.4460388
安徽宿州2005,安徽宿州,2005,12.09417248
安徽宿州2006,安徽宿州,2006,13.38638392
安徽阜阳2011,安徽阜阳,2011,11.93028043
福建三明2006,福建三明,2006,25.88252462
福建三明2007,福建三明,2007,28.5146915
福建三明2008,福建三明,2008,29.09081863
福建三明2009,福建三明,2009,29.03463314
福建三明2010,福建三明,2010,30.54060649
福建三明2011,福建三明,2011,32.60593718
福建三明2012,福建三明,2012,37.39963093
福建三明2013,福建三明,2013,39.76565084
福建三明2014,福建三明,2014,39.04748064
福建三明2015,福建三明,2015,35.76333542
福建三明2016,福建三明,2016,35.77726608
福建三明2018,福建三明,2018,34.6757077
福建三明2019,福建三明,2019,35.62861252
福建南平2006,福建南平,2006,9.883365245
福建南平2007,福建南平,2007,9.488026544
福建南平2008,福建南平,2008,7.670465162
福建南平2009,福建南平,2009,6.635460103
福建南平2011,福建南平,2011,6.339059926
福建南平2012,福建南平,2012,6.852205432
福建南平2013,福建南平,2013,6.519062632
福建南平2014,福建南平,2014,6.333947762
福建南平2015,福建南平,2015,6.144768065
福建南平2016,福建南平,2016,6.063922692
福建南平2018,福建南平,2018,5.626215887
福建南平2019,福建南平,2019,6.510956757
福建厦门2009,福建厦门,2009,14.57654375
福建厦门2011,福建厦门,2011,12.06210223
福建厦门2012,福建厦门,2012,13.15004484
福建厦门2013,福建厦门,2013,21.1706487
福建厦门2014,福建厦门,2014,17.82784048
福建厦门2015,福建厦门,2015,19.39035037
福建厦门2018,福建厦门,2018,14.74832631
福建厦门2019,福建厦门,2019,15.2432932
福建宁德2006,福建宁德,2006,4.187965725
福建宁德2007,福建宁德,2007,8.402197848
福建宁德2008,福建宁德,2008,8.207944502
福建宁德2009,福建宁德,2009,10.99378261
福建宁德2010,福建宁德,2010,15.43090948
福建宁德2011,福建宁德,2011,15.96667136
福建宁德2012,福建宁德,2012,13.33432695
福建宁德2013,福建宁德,2013,13.7363682
福建宁德2014,福建宁德,2014,16.01487416
福建宁德2015,福建宁德,2015,14.72030161
福建宁德2016,福建宁德,2016,12.54246535
福建宁德2018,福建宁德,2018,20.36806566
福建宁德2019,福建宁德,2019,20.71431062
福建泉州2005,福建泉州,2005,17.71711396
福建泉州2007,福建泉州,2007,26.06674604
福建泉州2008,福建泉州,2008,56.88502177
福建泉州2009,福建泉州,2009,34.51205327
福建泉州2010,福建泉州,2010,39.51709715
福建泉州2011,福建泉州,2011,46.84405888
福建泉州2012,福建泉州,2012,54.74583768
福建泉州2013,福建泉州,2013,53.68765856
福建泉州2014,福建泉州,2014,60.85927297
福建泉州2015,福建泉州,2015,63.47617772
福建泉州2018,福建泉州,2018,68.88363755
福建泉州2019,福建泉州,2019,69.90637884
福建漳州2007,福建漳州,2007,21.81438926
福建漳州2008,福建漳州,2008,22.08708143
福建漳州2010,福建漳州,2010,21.01052433
福建漳州2011,福建漳州,2011,26.33109338
福建漳州2012,福建漳州,2012,22.84196659
福建漳州2013,福建漳州,2013,27.19379917
福建漳州2014,福建漳州,2014,28.38098572
福建漳州2015,福建漳州,2015,26.40150889
福建漳州2016,福建漳州,2016,21.17964093
福建漳州2018,福建漳州,2018,33.36633172
福建漳州2019,福建漳州,2019,41.29778319
福建福州2002,福建福州,2002,15.45430796
福建福州2005,福建福州,2005,14.84110687
福建福州2006,福建福州,2006,19.92782948
福建福州2007,福建福州,2007,26.79418511
福建福州2008,福建福州,2008,39.69820052
福建福州2009,福建福州,2009,36.21111622
福建福州2011,福建福州,2011,54.81367909
福建福州2012,福建福州,2012,49.11358206
福建福州2013,福建福州,2013,50.41816398
福建福州2014,福建福州,2014,50.72552909
福建福州2015,福建福州,2015,41.12160761
福建福州2016,福建福州,2016,35.41863933
福建福州2018,福建福州,2018,55.0965885
福建福州2019,福建福州,2019,60.11561147
福建莆田2001,福建莆田,2001,2.267432316
福建莆田2002,福建莆田,2002,4.330695028
福建莆田2003,福建莆田,2003,5.132207791
福建莆田2006,福建莆田,2006,5.31938368
福建莆田2007,福建莆田,2007,5.150310386
福建莆田2008,福建莆田,2008,4.792477904
福建莆田2009,福建莆田,2009,6.02899364
福建莆田2010,福建莆田,2010,6.84015878
福建莆田2011,福建莆田,2011,8.658626063
福建莆田2012,福建莆田,2012,8.249052377
福建莆田2013,福建莆田,2013,8.117756454
福建莆田2014,福建莆田,2014,7.942764595
福建莆田2015,福建莆田,2015,7.270357865
福建莆田2016,福建莆田,2016,7.057376923
福建莆田2018,福建莆田,2018,15.40346685
福建莆田2019,福建莆田,2019,16.42531956
福建龙岩2005,福建龙岩,2005,16.74329911
福建龙岩2006,福建龙岩,2006,18.72957805
福建龙岩2007,福建龙岩,2007,23.48150468
福建龙岩2008,福建龙岩,2008,23.05222514
福建龙岩2009,福建龙岩,2009,22.98862611
福建龙岩2010,福建龙岩,2010,26.74459141
福建龙岩2011,福建龙岩,2011,28.19190146
福建龙岩2012,福建龙岩,2012,27.00993447
福建龙岩2013,福建龙岩,2013,26.56742431
福建龙岩2014,福建龙岩,2014,27.80095782
福建龙岩2015,福建龙岩,2015,26.44273705
福建龙岩2016,福建龙岩,2016,25.6059867
福建龙岩2017,福建龙岩,2017,27.46947019
福建龙岩2018,福建龙岩,2018,29.09103541
福建龙岩2019,福建龙岩,2019,29.10119448
福建南平2010,福建南平,2010,7.326840171
福建厦门2010,福建厦门,2010,16.89759577
福建福州2010,福建福州,2010,37.86973883
江西上饶2002,江西上饶,2002,8.324275318
江西上饶2003,江西上饶,2003,8.115354038
江西上饶2004,江西上饶,2004,8.861092725
江西上饶2005,江西上饶,2005,12.65120908
江西上饶2006,江西上饶,2006,11.51598194
江西上饶2007,江西上饶,2007,13.52993578
江西上饶2008,江西上饶,2008,17.24577154
江西上饶2009,江西上饶,2009,16.49329466
江西上饶2010,江西上饶,2010,18.21983682
江西上饶2011,江西上饶,2011,23.36974444
江西上饶2012,江西上饶,2012,20.17863061
江西上饶2013,江西上饶,2013,18.53208226
江西上饶2014,江西上饶,2014,18.04349978
江西上饶2015,江西上饶,2015,19.52818039
江西上饶2016,江西上饶,2016,18.51349793
江西上饶2017,江西上饶,2017,20.37033537
江西上饶2018,江西上饶,2018,19.55816843
江西上饶2019,江西上饶,2019,20.26711069
江西九江2000,江西九江,2000,7.394331215
江西九江2001,江西九江,2001,15.20228837
江西九江2002,江西九江,2002,14.45733673
江西九江2003,江西九江,2003,27.28624269
江西九江2004,江西九江,2004,25.24589079
江西九江2005,江西九江,2005,22.96157398
江西九江2006,江西九江,2006,21.10589255
江西九江2007,江西九江,2007,26.80554242
江西九江2008,江西九江,2008,26.01962733
江西九江2009,江西九江,2009,26.44770043
江西九江2011,江西九江,2011,29.44007188
江西九江2012,江西九江,2012,32.51498329
江西九江2013,江西九江,2013,38.37267047
江西九江2014,江西九江,2014,39.12721249
江西九江2015,江西九江,2015,34.64168145
江西九江2016,江西九江,2016,36.81950184
江西九江2017,江西九江,2017,46.52452324
江西九江2018,江西九江,2018,46.82668499
江西九江2019,江西九江,2019,52.60157239
江西南昌2000,江西南昌,2000,7.172067601
江西南昌2001,江西南昌,2001,8.605275754
江西南昌2002,江西南昌,2002,9.960851711
江西南昌2003,江西南昌,2003,11.44508159
江西南昌2004,江西南昌,2004,20.82870614
江西南昌2005,江西南昌,2005,20.34989081
江西南昌2006,江西南昌,2006,22.6984945
江西南昌2007,江西南昌,2007,22.67156329
江西南昌2008,江西南昌,2008,16.70229205
江西南昌2009,江西南昌,2009,15.18038632
江西南昌2011,江西南昌,2011,27.91858425
江西南昌2012,江西南昌,2012,23.43753033
江西南昌2013,江西南昌,2013,23.23411407
江西南昌2014,江西南昌,2014,21.79171519
江西南昌2015,江西南昌,2015,22.11809397
江西南昌2016,江西南昌,2016,22.51251186
江西南昌2017,江西南昌,2017,27.23153601
江西南昌2018,江西南昌,2018,24.35690891
江西南昌2019,江西南昌,2019,24.5562656
江西吉安2007,江西吉安,2007,5.73769277
江西吉安2008,江西吉安,2008,6.000885697
江西吉安2009,江西吉安,2009,6.03660225
江西吉安2010,江西吉安,2010,9.618763537
江西吉安2011,江西吉安,2011,11.17498267
江西吉安2012,江西吉安,2012,9.243890662
江西吉安2013,江西吉安,2013,10.90088215
江西吉安2014,江西吉安,2014,9.868003733
江西吉安2015,江西吉安,2015,10.31569021
江西吉安2016,江西吉安,2016,9.983386691
江西宜春2000,江西宜春,2000,5.801591627
江西宜春2001,江西宜春,2001,5.789291428
江西宜春2002,江西宜春,2002,6.085159907
江西宜春2003,江西宜春,2003,7.218062199
江西宜春2004,江西宜春,2004,12.54412112
江西宜春2005,江西宜春,2005,14.04986185
江西宜春2008,江西宜春,2008,23.24333258
江西宜春2009,江西宜春,2009,22.80619942
江西宜春2010,江西宜春,2010,27.9536921
江西宜春2012,江西宜春,2012,25.22595651
江西宜春2013,江西宜春,2013,25.6173566
江西宜春2014,江西宜春,2014,26.98789785
江西宜春2015,江西宜春,2015,26.95865743
江西宜春2016,江西宜春,2016,25.85506813
江西宜春2017,江西宜春,2017,24.42140677
江西抚州2008,江西抚州,2008,2.834736683
江西抚州2009,江西抚州,2009,2.548512804
江西抚州2010,江西抚州,2010,2.843391898
江西抚州2011,江西抚州,2011,3.818944311
江西抚州2012,江西抚州,2012,3.787264873
江西抚州2013,江西抚州,2013,4.174501303
江西抚州2014,江西抚州,2014,4.161746318
江西抚州2015,江西抚州,2015,3.109493907
江西抚州2016,江西抚州,2016,11.42741514
江西抚州2017,江西抚州,2017,12.22637922
江西抚州2018,江西抚州,2018,13.52914998
江西新余2001,江西新余,2001,8.649897899
江西新余2002,江西新余,2002,9.843434795
江西新余2003,江西新余,2003,12.56032178
江西新余2004,江西新余,2004,17.94814449
江西新余2006,江西新余,2006,22.09807507
江西新余2007,江西新余,2007,23.41986646
江西新余2008,江西新余,2008,23.49166935
江西新余2009,江西新余,2009,31.95782103
江西新余2011,江西新余,2011,38.03069615
江西新余2012,江西新余,2012,37.15240749
江西新余2013,江西新余,2013,37.46377449
江西新余2014,江西新余,2014,37.0488467
江西新余2015,江西新余,2015,53.56966746
江西新余2016,江西新余,2016,51.50126076
江西新余2017,江西新余,2017,44.69701429
江西景德镇2011,江西景德镇,2011,17.49946063
江西景德镇2012,江西景德镇,2012,20.64422471
江西景德镇2013,江西景德镇,2013,21.63948716
江西景德镇2014,江西景德镇,2014,24.05421816
江西景德镇2015,江西景德镇,2015,25.17955704
江西景德镇2016,江西景德镇,2016,24.21831007
江西景德镇2017,江西景德镇,2017,16.35215633
江西景德镇2018,江西景德镇,2018,15.0878274
江西萍乡2007,江西萍乡,2007,26.6144776
江西萍乡2008,江西萍乡,2008,30.73416173
江西萍乡2009,江西萍乡,2009,34.70013664
江西萍乡2011,江西萍乡,2011,41.33817615
江西萍乡2012,江西萍乡,2012,32.11041726
江西萍乡2013,江西萍乡,2013,34.89935625
江西萍乡2014,江西萍乡,2014,34.14449866
江西萍乡2015,江西萍乡,2015,28.62655008
江西萍乡2016,江西萍乡,2016,30.75416331
江西萍乡2017,江西萍乡,2017,29.41255577
江西萍乡2018,江西萍乡,2018,26.36545521
江西萍乡2019,江西萍乡,2019,25.6849604
江西赣州2007,江西赣州,2007,6.736549637
江西赣州2008,江西赣州,2008,8.886379744
江西赣州2009,江西赣州,2009,13.32273039
江西赣州2010,江西赣州,2010,12.55174891
江西赣州2011,江西赣州,2011,14.34319444
江西赣州2012,江西赣州,2012,12.14733744
江西赣州2013,江西赣州,2013,15.0175671
江西赣州2014,江西赣州,2014,14.25897199
江西赣州2015,江西赣州,2015,14.33667392
江西赣州2016,江西赣州,2016,15.09734904
江西赣州2017,江西赣州,2017,18.02770271
江西赣州2018,江西赣州,2018,19.29006095
江西赣州2019,江西赣州,2019,19.94650833
江西鹰潭2007,江西鹰潭,2007,8.684656583
江西鹰潭2008,江西鹰潭,2008,7.506278408
江西鹰潭2009,江西鹰潭,2009,5.704133639
江西鹰潭2010,江西鹰潭,2010,5.825064414
江西鹰潭2011,江西鹰潭,2011,6.862766963
江西鹰潭2012,江西鹰潭,2012,6.787124754
江西鹰潭2013,江西鹰潭,2013,15.43453903
江西鹰潭2014,江西鹰潭,2014,10.64895241
江西鹰潭2015,江西鹰潭,2015,13.7086195
江西鹰潭2016,江西鹰潭,2016,15.3639155
江西鹰潭2017,江西鹰潭,2017,15.8543606
江西鹰潭2018,江西鹰潭,2018,65.52071451
江西九江2010,江西九江,2010,23.12126354
江西南昌2010,江西南昌,2010,21.07207952
江西新余2010,江西新余,2010,28.8003398
江西景德镇2010,江西景德镇,2010,10.96599016
江西萍乡2010,江西萍乡,2010,34.11927097
山东东营1999,山东东营,1999,19.52025298
山东东营2000,山东东营,2000,11.70789713
山东东营2001,山东东营,2001,18.46395313
山东东营2002,山东东营,2002,23.3656461
山东东营2003,山东东营,2003,13.55779524
山东东营2005,山东东营,2005,20.96277037
山东东营2006,山东东营,2006,20.61264725
山东东营2007,山东东营,2007,25.91689257
山东东营2008,山东东营,2008,37.7916373
山东东营2009,山东东营,2009,32.29469735
山东东营2010,山东东营,2010,51.07939006
山东东营2011,山东东营,2011,58.901023
山东东营2012,山东东营,2012,66.55826116
山东东营2013,山东东营,2013,82.82061927
山东东营2014,山东东营,2014,106.8030697
山东东营2015,山东东营,2015,127.0862268
山东东营2016,山东东营,2016,149.5234341
山东东营2017,山东东营,2017,127.7486235
山东东营2018,山东东营,2018,60.40089682
山东东营2019,山东东营,2019,55.69542311
山东临沂2000,山东临沂,2000,17.19365079
山东临沂2001,山东临沂,2001,18.32805328
山东临沂2002,山东临沂,2002,19.99670466
山东临沂2003,山东临沂,2003,25.39196308
山东临沂2005,山东临沂,2005,53.68629374
山东临沂2006,山东临沂,2006,47.73705266
山东临沂2007,山东临沂,2007,54.09956751
山东临沂2008,山东临沂,2008,54.33500658
山东临沂2009,山东临沂,2009,57.97399344
山东临沂2010,山东临沂,2010,61.25009545
山东临沂2011,山东临沂,2011,66.12737121
山东临沂2012,山东临沂,2012,68.10379634
山东临沂2013,山东临沂,2013,67.93996076
山东临沂2014,山东临沂,2014,72.92449435
山东临沂2015,山东临沂,2015,65.56916711
山东临沂2016,山东临沂,2016,63.73102633
山东临沂2017,山东临沂,2017,60.91298213
山东临沂2018,山东临沂,2018,50.99617108
山东临沂2019,山东临沂,2019,48.63257821
山东威海2000,山东威海,2000,8.952318633
山东威海2001,山东威海,2001,9.138996572
山东威海2002,山东威海,2002,10.4832928
山东威海2003,山东威海,2003,9.11783289
山东威海2004,山东威海,2004,13.10373022
山东威海2005,山东威海,2005,19.47915786
山东威海2006,山东威海,2006,22.19229984
山东威海2007,山东威海,2007,26.39275954
山东威海2008,山东威海,2008,23.18965848
山东威海2009,山东威海,2009,22.08387624
山东威海2010,山东威海,2010,20.21810923
山东威海2011,山东威海,2011,25.93200265
山东威海2012,山东威海,2012,22.53802124
山东威海2013,山东威海,2013,24.28866871
山东威海2014,山东威海,2014,23.92037909
山东威海2015,山东威海,2015,23.40867228
山东威海2016,山东威海,2016,20.92017525
山东威海2017,山东威海,2017,23.0005752
山东威海2018,山东威海,2018,21.27840275
山东威海2019,山东威海,2019,16.79383939
山东德州1997,山东德州,1997,10.78273258
山东德州1998,山东德州,1998,9.246391209
山东德州1999,山东德州,1999,10.06297644
山东德州2000,山东德州,2000,10.19406324
山东德州2001,山东德州,2001,10.88605183
山东德州2002,山东德州,2002,10.79537426
山东德州2003,山东德州,2003,28.26274521
山东德州2004,山东德州,2004,22.72074544
山东德州2005,山东德州,2005,30.32690079
山东德州2006,山东德州,2006,27.32937805
山东德州2007,山东德州,2007,31.04518191
山东德州2008,山东德州,2008,35.45452793
山东德州2009,山东德州,2009,37.14525921
山东德州2010,山东德州,2010,36.35318888
山东德州2011,山东德州,2011,36.54479471
山东德州2012,山东德州,2012,39.45568417
山东德州2013,山东德州,2013,38.69652345
山东德州2014,山东德州,2014,39.72328869
山东德州2015,山东德州,2015,38.45585411
山东德州2016,山东德州,2016,39.26988679
山东德州2017,山东德州,2017,41.50479988
山东德州2018,山东德州,2018,44.00370362
山东德州2019,山东德州,2019,55.71703743
山东日照2000,山东日照,2000,2.970044105
山东日照2001,山东日照,2001,6.606848796
山东日照2002,山东日照,2002,6.948417669
山东日照2003,山东日照,2003,7.704210431
山东日照2005,山东日照,2005,15.09676052
山东日照2006,山东日照,2006,21.2098241
山东日照2007,山东日照,2007,26.00719265
山东日照2008,山东日照,2008,30.7517428
山东日照2009,山东日照,2009,48.09146734
山东日照2010,山东日照,2010,41.93687659
山东日照2011,山东日照,2011,47.3463821
山东日照2012,山东日照,2012,48.25141658
山东日照2013,山东日照,2013,60.65602849
山东日照2014,山东日照,2014,58.25410925
山东日照2015,山东日照,2015,60.9181686
山东日照2016,山东日照,2016,69.27018135
山东枣庄2006,山东枣庄,2006,70.3247116
山东枣庄2007,山东枣庄,2007,71.35619076
山东枣庄2008,山东枣庄,2008,71.43114071
山东枣庄2009,山东枣庄,2009,78.29128407
山东枣庄2010,山东枣庄,2010,77.97918237
山东枣庄2011,山东枣庄,2011,80.91273453
山东枣庄2012,山东枣庄,2012,80.82612243
山东枣庄2013,山东枣庄,2013,63.36986808
山东枣庄2014,山东枣庄,2014,68.62849379
山东枣庄2015,山东枣庄,2015,53.62602588
山东枣庄2016,山东枣庄,2016,47.44939756
山东枣庄2017,山东枣庄,2017,55.05945839
山东泰安2000,山东泰安,2000,12.78232489
山东泰安2001,山东泰安,2001,13.62764373
山东泰安2002,山东泰安,2002,18.45257027
山东泰安2003,山东泰安,2003,16.03637328
山东泰安2004,山东泰安,2004,17.65960744
山东泰安2005,山东泰安,2005,27.80113006
山东泰安2006,山东泰安,2006,43.29025996
山东泰安2007,山东泰安,2007,46.61108354
山东泰安2008,山东泰安,2008,47.07275901
山东泰安2009,山东泰安,2009,50.72262065
山东泰安2010,山东泰安,2010,45.45873498
山东泰安2011,山东泰安,2011,57.59234883
山东泰安2012,山东泰安,2012,39.84985705
山东泰安2013,山东泰安,2013,42.36348007
山东泰安2014,山东泰安,2014,44.74154309
山东泰安2015,山东泰安,2015,45.80229742
山东泰安2016,山东泰安,2016,35.84638662
山东泰安2017,山东泰安,2017,48.38352167
山东济南1998,山东济南,1998,13.50162103
山东济南1999,山东济南,1999,14.10576942
山东济南2000,山东济南,2000,29.59137006
山东济南2001,山东济南,2001,29.95219209
山东济南2002,山东济南,2002,33.62679298
山东济南2003,山东济南,2003,39.96102228
山东济南2004,山东济南,2004,36.01738871
山东济南2005,山东济南,2005,56.09014139
山东济南2006,山东济南,2006,62.38724873
山东济南2007,山东济南,2007,63.20017995
山东济南2008,山东济南,2008,68.71614758
山东济南2009,山东济南,2009,59.46766803
山东济南2010,山东济南,2010,62.55327114
山东济南2011,山东济南,2011,68.43371519
山东济南2012,山东济南,2012,67.07218284
山东济南2013,山东济南,2013,57.98071671
山东济南2014,山东济南,2014,58.57057985
山东济南2015,山东济南,2015,56.83659901
山东济南2016,山东济南,2016,58.67749296
山东济南2017,山东济南,2017,51.69035293
山东济南2018,山东济南,2018,43.39060703
山东济南2019,山东济南,2019,103.7151332
山东济宁2000,山东济宁,2000,22.91034362
山东济宁2001,山东济宁,2001,37.20074273
山东济宁2002,山东济宁,2002,40.55316946
山东济宁2003,山东济宁,2003,38.60484524
山东济宁2004,山东济宁,2004,52.27148012
山东济宁2005,山东济宁,2005,46.88433305
山东济宁2006,山东济宁,2006,48.35902047
山东济宁2007,山东济宁,2007,67.72950678
山东济宁2008,山东济宁,2008,69.3936166
山东济宁2009,山东济宁,2009,65.82785563
山东济宁2010,山东济宁,2010,79.08392775
山东济宁2011,山东济宁,2011,74.36886307
山东济宁2012,山东济宁,2012,75.31208829
山东济宁2013,山东济宁,2013,85.75794646
山东济宁2014,山东济宁,2014,85.32087663
山东济宁2015,山东济宁,2015,71.23690446
山东济宁2016,山东济宁,2016,58.64778671
山东济宁2017,山东济宁,2017,56.06654357
山东济宁2018,山东济宁,2018,55.8582378
山东济宁2019,山东济宁,2019,77.509961
山东淄博2000,山东淄博,2000,28.32600438
山东淄博2001,山东淄博,2001,29.40377581
山东淄博2002,山东淄博,2002,55.8016849
山东淄博2003,山东淄博,2003,43.38928435
山东淄博2004,山东淄博,2004,49.99439384
山东淄博2006,山东淄博,2006,74.46353081
